Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
28.0,Female,64.9,1.66,152.0,122.0,86.0,0.65,837.0,Cardio,28.1,2.5,3.0,2.0,23.35
18.0,Male,50.7,1.74,180.0,154.0,58.0,1.24,536.0,HIIT,16.2,3.0,5.0,2.0,17.28
38.0,Male,91.7,1.88,180.0,147.0,48.0,0.83,1237.0,Cardio,21.3,3.3,4.0,2.0,25.91
18.0,Female,55.1,1.61,184.0,158.0,61.0,0.97,415.0,Strength,22.1,2.6,4.0,2.0,21.11
33.0,Male,96.6,1.88,139.0,127.0,75.0,0.57,196.0,Yoga,22.5,1.9,3.0,1.0,27.13
51.0,Female,64.6,1.48,153.0,120.0,72.0,0.63,921.0,Yoga,29.9,1.8,3.0,1.0,29.61
18.0,Female,59.4,1.58,157.0,122.0,63.0,0.94,80.0,Cardio,27.8,2.1,2.0,1.0,23.81
21.0,Male,74.5,1.93,179.0,139.0,58.0,1.0,1129.0,Strength,14.9,2.7,3.0,3.0,19.72
24.0,Female,70.5,1.72,158.0,136.0,66.0,1.05,684.0,Strength,30.4,2.3,4.0,2.0,23.92
35.0,Male,80.0,1.76,170.0,140.0,63.0,0.58,192.0,Strength,24.4,1.4,3.0,1.0,25.63
32.0,Female,64.6,1.71,177.0,147.0,68.0,1.17,351.0,HIIT,16.5,2.5,5.0,3.0,21.18
53.0,Female,62.4,1.67,159.0,130.0,69.0,0.65,125.0,Strength,25.1,2.1,2.0,2.0,22.61
47.0,Female,72.7,1.69,182.0,153.0,60.0,1.67,781.0,Strength,30.5,3.1,6.0,3.0,25.65
42.0,Male,85.5,1.8,131.0,103.0,67.0,0.61,220.0,Cardio,24.3,1.4,2.0,1.0,26.46
38.0,Male,79.3,1.85,146.0,116.0,74.0,0.7,807.0,Yoga,19.3,2.2,2.0,1.0,23.02
41.0,Male,50.3,1.69,165.0,131.0,68.0,0.85,552.0,HIIT,15.9,2.5,3.0,2.0,17.59
26.0,Male,83.1,1.78,162.0,124.0,73.0,0.3,492.0,Yoga,23.5,1.9,2.0,2.0,26.51
46.0,Male,61.6,1.69,141.0,119.0,73.0,0.53,809.0,Cardio,21.6,1.8,3.0,1.0,21.35
23.0,Male,73.2,1.7,135.0,108.0,71.0,1.01,848.0,Cardio,18.0,1.8,3.0,1.0,25.63
46.0,Male,75.0,1.73,158.0,133.0,65.0,0.74,1016.0,Yoga,20.2,2.2,2.0,1.0,24.54
50.0,Male,55.4,1.82,170.0,147.0,63.0,1.22,452.0,Cardio,20.3,3.0,4.0,1.0,16.78
39.0,Male,72.3,1.75,185.0,170.0,61.0,1.24,648.0,Strength,21.0,3.3,5.0,3.0,23.62
34.0,Male,75.6,1.73,184.0,156.0,78.0,0.94,450.0,Strength,26.8,2.3,4.0,3.0,25.61
41.0,Female,75.1,1.67,150.0,118.0,63.0,0.48,697.0,Yoga,37.5,2.0,4.0,1.0,26.61
18.0,Male,69.5,1.69,170.0,143.0,65.0,1.03,404.0,Cardio,20.0,1.5,4.0,1.0,24.05
40.0,Male,55.7,1.81,140.0,112.0,73.0,0.69,510.0,Yoga,12.0,2.1,2.0,1.0,16.51
35.0,Female,72.4,1.57,150.0,119.0,70.0,0.65,513.0,Strength,29.7,2.4,2.0,1.0,29.17
35.0,Female,74.4,1.69,155.0,116.0,80.0,0.57,740.0,HIIT,31.1,2.8,2.0,1.0,26.14
44.0,Male,58.0,1.76,164.0,139.0,62.0,1.43,656.0,HIIT,20.7,2.0,4.0,3.0,18.09
35.0,Female,62.9,1.76,174.0,155.0,62.0,1.21,817.0,Strength,30.1,2.3,5.0,3.0,20.15
22.0,Female,71.6,1.7,159.0,132.0,74.0,1.02,617.0,Strength,26.7,2.5,4.0,1.0,24.99
34.0,Female,63.6,1.55,177.0,134.0,81.0,1.0,466.0,Yoga,29.7,1.7,3.0,3.0,26.44
37.0,Female,60.7,1.66,159.0,140.0,78.0,0.91,712.0,Strength,22.5,2.5,3.0,2.0,22.05
37.0,Male,84.7,1.77,182.0,149.0,67.0,0.84,358.0,HIIT,16.1,2.7,5.0,2.0,26.51
38.0,Male,53.5,1.77,165.0,128.0,68.0,0.91,832.0,HIIT,15.6,1.9,4.0,2.0,17.04
48.0,Male,69.5,1.84,130.0,115.0,72.0,0.93,557.0,Yoga,15.0,2.2,2.0,1.0,20.54
23.0,Male,60.8,1.91,141.0,110.0,73.0,0.82,712.0,Yoga,17.3,1.6,2.0,1.0,16.61
38.0,Male,73.0,1.86,143.0,110.0,66.0,0.8,717.0,Yoga,13.2,2.7,1.0,1.0,21.15
51.0,Female,96.2,1.82,174.0,148.0,71.0,1.17,1167.0,Cardio,28.0,2.9,5.0,3.0,28.93
18.0,Male,106.2,1.83,157.0,134.0,69.0,0.75,771.0,Yoga,28.2,2.2,3.0,2.0,31.55
38.0,Female,60.4,1.58,183.0,160.0,64.0,1.45,681.0,Strength,27.5,2.2,5.0,3.0,23.83
29.0,Female,66.8,1.74,146.0,121.0,63.0,0.79,426.0,Yoga,24.5,2.3,3.0,1.0,22.4
32.0,Male,65.9,1.69,151.0,125.0,68.0,0.99,907.0,Strength,26.0,3.1,4.0,2.0,22.64
25.0,Male,85.2,1.8,155.0,131.0,59.0,0.59,561.0,Cardio,27.7,1.8,3.0,1.0,26.35
34.0,Female,50.5,1.65,152.0,127.0,68.0,0.43,158.0,Cardio,19.8,1.9,3.0,1.0,19.18
58.0,Male,78.9,1.88,147.0,109.0,68.0,0.78,584.0,Strength,24.7,1.8,2.0,1.0,22.71
21.0,Female,85.5,1.69,148.0,130.0,74.0,0.83,711.0,Yoga,36.2,2.8,3.0,1.0,30.11
22.0,Female,54.5,1.68,171.0,157.0,77.0,1.19,394.0,HIIT,22.1,1.9,5.0,3.0,19.4
20.0,Female,56.8,1.62,154.0,116.0,76.0,0.54,608.0,Yoga,24.5,2.7,1.0,2.0,21.6
57.0,Female,72.5,1.74,166.0,140.0,78.0,1.16,630.0,Cardio,26.0,2.3,3.0,2.0,23.63
30.0,Male,90.2,1.9,161.0,136.0,73.0,0.87,633.0,Yoga,20.0,2.4,3.0,3.0,24.9
36.0,Female,63.9,1.7,150.0,123.0,80.0,0.92,1044.0,Cardio,23.1,1.9,2.0,1.0,22.31
31.0,Male,73.2,1.74,168.0,138.0,81.0,0.95,232.0,Yoga,25.3,2.6,3.0,2.0,24.31
25.0,Female,65.2,1.56,139.0,115.0,67.0,0.59,1297.0,Cardio,29.8,1.8,3.0,1.0,27.07
33.0,Male,81.7,1.63,166.0,134.0,58.0,1.3,643.0,Yoga,24.9,3.3,5.0,3.0,31.18
65.0,Male,66.1,1.68,161.0,141.0,73.0,0.91,837.0,Cardio,18.0,2.9,4.0,2.0,23.36
53.0,Male,76.1,1.79,158.0,132.0,68.0,1.14,693.0,Cardio,18.7,2.0,5.0,3.0,23.82
26.0,Female,80.9,1.65,154.0,144.0,70.0,1.1,101.0,Yoga,30.3,2.8,2.0,2.0,29.05
44.0,Male,67.9,1.74,160.0,123.0,70.0,0.81,310.0,Cardio,22.7,1.9,1.0,2.0,23.22
26.0,Male,66.6,1.91,178.0,151.0,60.0,1.32,488.0,Strength,14.0,2.8,6.0,3.0,18.11
18.0,Female,68.5,1.64,161.0,128.0,83.0,0.58,965.0,Strength,30.1,2.8,3.0,2.0,25.7
48.0,Female,70.5,1.57,152.0,120.0,64.0,0.65,204.0,Yoga,30.5,1.8,2.0,1.0,28.46
50.0,Female,78.3,1.74,152.0,120.0,77.0,0.59,372.0,Cardio,28.1,2.5,2.0,2.0,25.71
49.0,Female,64.1,1.65,163.0,135.0,72.0,1.19,706.0,Cardio,28.9,2.7,3.0,2.0,23.46
30.0,Female,43.1,1.53,184.0,153.0,57.0,1.12,806.0,Strength,24.2,2.4,2.0,2.0,17.98
34.0,Female,68.4,1.7,149.0,129.0,62.0,0.96,792.0,Cardio,21.7,2.6,3.0,1.0,22.8
45.0,Female,84.6,1.72,152.0,133.0,63.0,0.83,335.0,HIIT,26.6,2.6,3.0,2.0,29.0
41.0,Male,70.0,1.88,133.0,106.0,76.0,0.88,136.0,Strength,17.2,1.6,2.0,1.0,20.0
31.0,Female,56.6,1.59,184.0,161.0,61.0,1.31,829.0,Strength,26.0,2.5,4.0,3.0,22.07
18.0,Female,61.9,1.64,151.0,112.0,71.0,0.63,1104.0,Strength,29.5,1.6,4.0,1.0,23.17
37.0,Male,75.1,1.88,162.0,131.0,58.0,1.2,542.0,Strength,19.2,2.3,3.0,3.0,21.54
49.0,Female,65.9,1.61,135.0,113.0,88.0,0.57,279.0,Strength,32.5,2.7,2.0,1.0,25.18
22.0,Female,63.2,1.59,181.0,155.0,64.0,1.24,518.0,Strength,24.9,3.1,5.0,3.0,25.14
44.0,Female,75.6,1.7,134.0,105.0,75.0,0.62,771.0,Cardio,26.3,1.5,3.0,1.0,26.51
40.0,Female,54.6,1.62,130.0,96.0,68.0,0.45,568.0,Strength,22.7,2.0,2.0,1.0,20.3
45.0,Female,50.4,1.69,171.0,141.0,63.0,1.02,1103.0,Cardio,18.7,2.6,4.0,1.0,17.83
46.0,Female,62.8,1.57,130.0,97.0,85.0,0.54,939.0,Yoga,30.9,2.4,2.0,2.0,25.61
28.0,Female,54.9,1.56,144.0,127.0,59.0,0.56,706.0,Yoga,16.8,1.8,1.0,1.0,23.22
18.0,Male,106.9,1.86,163.0,152.0,70.0,0.86,80.0,Cardio,25.2,1.9,3.0,1.0,31.09
30.0,Male,88.3,1.67,141.0,116.0,64.0,0.56,424.0,Strength,30.8,2.1,2.0,2.0,31.52
47.0,Female,90.3,1.71,199.0,167.0,61.0,1.16,481.0,HIIT,30.8,3.1,5.0,3.0,30.78
29.0,Female,54.2,1.61,143.0,118.0,68.0,0.69,408.0,Strength,27.0,2.2,3.0,1.0,21.62
28.0,Female,65.9,1.59,190.0,152.0,61.0,0.95,714.0,Strength,34.4,2.1,4.0,2.0,25.94
18.0,Male,88.2,1.8,159.0,131.0,68.0,0.98,718.0,Cardio,24.0,3.2,4.0,2.0,27.43
57.0,Male,106.1,1.99,151.0,112.0,50.0,1.32,115.0,Cardio,26.9,2.4,4.0,2.0,26.71
46.0,Female,68.3,1.74,172.0,135.0,66.0,0.95,908.0,Yoga,32.3,2.5,4.0,1.0,22.94
45.0,Female,87.1,1.74,189.0,153.0,67.0,1.06,659.0,Cardio,31.2,2.2,2.0,2.0,29.16
48.0,Female,68.1,1.71,177.0,159.0,54.0,1.4,772.0,Strength,25.5,3.3,5.0,3.0,23.28
43.0,Male,81.0,1.8,141.0,113.0,83.0,0.64,884.0,Yoga,24.7,2.4,3.0,2.0,24.86
33.0,Male,67.3,1.9,159.0,121.0,68.0,0.69,402.0,Yoga,20.5,2.2,2.0,1.0,18.49
34.0,Female,70.9,1.64,176.0,146.0,66.0,0.97,1055.0,Cardio,28.0,1.9,4.0,2.0,25.76
31.0,Male,71.0,1.76,167.0,135.0,64.0,1.0,606.0,Cardio,18.9,2.9,4.0,2.0,22.96
68.0,Female,65.6,1.58,161.0,144.0,71.0,0.56,1133.0,Yoga,33.2,2.4,3.0,1.0,26.31
43.0,Male,69.1,1.65,156.0,113.0,81.0,0.58,359.0,Cardio,21.5,2.6,3.0,1.0,25.1
30.0,Male,63.7,1.63,186.0,164.0,81.0,1.29,1117.0,HIIT,24.8,2.8,5.0,3.0,23.33
42.0,Female,59.2,1.58,156.0,144.0,73.0,0.67,361.0,Strength,26.8,2.4,4.0,2.0,23.79
24.0,Female,76.0,1.7,172.0,147.0,72.0,1.51,1473.0,Yoga,33.5,2.7,5.0,3.0,26.41
54.0,Male,81.8,1.88,140.0,132.0,80.0,1.29,349.0,Strength,18.0,3.5,4.0,2.0,23.28
28.0,Female,56.9,1.76,165.0,146.0,70.0,1.0,991.0,Yoga,19.1,2.2,3.0,2.0,18.02
42.0,Male,82.6,1.76,167.0,119.0,83.0,0.75,532.0,HIIT,25.9,1.6,3.0,1.0,26.8
49.0,Female,59.8,1.72,182.0,157.0,70.0,1.45,886.0,HIIT,19.8,2.6,4.0,3.0,20.15
41.0,Male,65.2,1.83,130.0,102.0,73.0,0.45,630.0,Yoga,17.9,1.9,3.0,2.0,19.77
37.0,Female,59.2,1.72,171.0,143.0,70.0,1.11,304.0,Strength,27.7,3.0,4.0,2.0,19.67
36.0,Female,62.2,1.56,142.0,121.0,59.0,0.59,80.0,Yoga,22.1,1.5,3.0,1.0,25.96
35.0,Female,63.3,1.64,170.0,135.0,70.0,1.31,1456.0,Yoga,27.0,2.2,3.0,1.0,24.06
29.0,Female,44.9,1.65,161.0,140.0,57.0,0.94,675.0,Strength,23.8,2.5,4.0,2.0,16.53
31.0,Female,59.6,1.63,162.0,132.0,57.0,1.11,80.0,Yoga,24.9,3.0,4.0,3.0,22.57
54.0,Male,92.9,1.83,167.0,148.0,65.0,1.26,752.0,Strength,21.4,3.1,5.0,2.0,28.01
35.0,Female,65.1,1.69,165.0,116.0,64.0,0.98,870.0,Yoga,24.4,2.8,2.0,1.0,22.43
27.0,Female,65.7,1.68,163.0,131.0,68.0,0.89,421.0,Strength,23.1,2.6,4.0,3.0,23.11
30.0,Female,76.6,1.64,167.0,140.0,73.0,0.82,424.0,Strength,30.0,2.0,1.0,1.0,28.54
49.0,Female,70.5,1.6,153.0,127.0,73.0,0.74,642.0,Strength,28.2,2.5,2.0,1.0,28.25
44.0,Male,84.9,1.73,132.0,108.0,66.0,0.71,1031.0,Yoga,23.2,1.5,1.0,1.0,27.95
43.0,Male,59.6,1.9,160.0,138.0,78.0,0.68,681.0,Strength,16.6,1.3,3.0,1.0,17.08
33.0,Female,77.6,1.58,136.0,114.0,71.0,0.55,1114.0,Yoga,36.6,2.5,2.0,2.0,31.02
43.0,Male,89.1,1.84,177.0,136.0,71.0,0.58,1010.0,HIIT,24.0,2.5,4.0,2.0,26.31
28.0,Male,112.6,1.84,169.0,145.0,60.0,1.13,580.0,Yoga,32.6,2.9,4.0,2.0,33.68
33.0,Male,73.2,1.87,130.0,116.0,67.0,0.9,146.0,Cardio,23.5,2.1,3.0,2.0,21.64
48.0,Female,47.9,1.64,135.0,116.0,80.0,0.83,575.0,Yoga,19.5,2.7,3.0,1.0,17.96
46.0,Female,63.6,1.61,147.0,112.0,79.0,0.7,815.0,Yoga,27.4,2.4,2.0,1.0,24.94
24.0,Female,72.6,1.76,146.0,120.0,66.0,0.83,667.0,Strength,24.5,2.1,2.0,1.0,23.12
26.0,Male,81.7,1.76,167.0,140.0,64.0,1.09,856.0,Cardio,18.7,2.5,4.0,2.0,26.19
37.0,Male,86.8,1.78,190.0,153.0,57.0,0.92,929.0,HIIT,25.0,3.0,6.0,2.0,26.92
57.0,Female,78.3,1.8,139.0,117.0,67.0,0.74,817.0,Strength,23.2,1.7,2.0,1.0,23.99
18.0,Female,68.8,1.73,180.0,147.0,58.0,0.92,564.0,Strength,26.8,2.3,4.0,2.0,23.19
39.0,Male,97.6,1.92,144.0,121.0,71.0,0.82,815.0,Cardio,18.5,2.2,2.0,1.0,26.55
19.0,Male,68.0,1.7,151.0,118.0,76.0,0.74,1363.0,Yoga,21.3,1.9,2.0,2.0,24.13
28.0,Female,55.8,1.55,144.0,119.0,67.0,0.74,171.0,Strength,20.9,1.4,2.0,1.0,23.94
32.0,Male,103.8,1.91,162.0,136.0,71.0,0.61,804.0,Cardio,26.8,2.2,2.0,1.0,28.41
31.0,Female,73.4,1.6,173.0,138.0,66.0,0.83,1237.0,Strength,28.8,2.8,1.0,3.0,28.43
30.0,Female,70.2,1.6,183.0,149.0,71.0,1.23,279.0,Cardio,27.5,3.3,6.0,3.0,27.83
36.0,Male,72.2,1.74,130.0,99.0,68.0,0.38,962.0,Yoga,24.5,2.3,2.0,1.0,24.29
30.0,Male,52.9,1.79,146.0,122.0,64.0,0.88,1012.0,Yoga,14.2,2.8,3.0,2.0,16.66
18.0,Male,69.8,1.73,172.0,131.0,62.0,0.75,176.0,HIIT,21.0,2.9,3.0,2.0,23.57
45.0,Female,49.7,1.56,186.0,153.0,56.0,1.07,882.0,Strength,22.7,2.8,4.0,3.0,20.61
45.0,Female,59.9,1.6,155.0,130.0,72.0,0.99,564.0,Strength,27.2,1.5,4.0,2.0,23.05
46.0,Female,59.0,1.64,145.0,122.0,71.0,0.73,628.0,Strength,27.7,2.6,2.0,1.0,21.51
18.0,Female,64.1,1.64,166.0,130.0,68.0,0.97,547.0,Strength,28.6,2.0,3.0,2.0,23.81
40.0,Female,65.1,1.78,138.0,109.0,81.0,0.58,1065.0,Yoga,22.0,1.6,2.0,1.0,20.48
44.0,Female,51.4,1.67,187.0,160.0,73.0,1.15,620.0,Strength,25.4,2.3,5.0,2.0,18.53
24.0,Female,69.1,1.54,161.0,132.0,60.0,0.6,500.0,Strength,27.6,3.2,3.0,1.0,29.09
36.0,Female,57.1,1.68,156.0,125.0,73.0,0.85,506.0,Strength,20.9,2.6,3.0,2.0,19.63
35.0,Female,70.0,1.69,148.0,120.0,74.0,0.64,538.0,Cardio,26.2,1.6,2.0,1.0,23.77
58.0,Male,93.2,1.82,137.0,99.0,69.0,0.42,297.0,Yoga,27.6,1.8,3.0,1.0,28.39
59.0,Female,66.0,1.57,177.0,139.0,66.0,1.4,504.0,HIIT,24.9,2.8,4.0,2.0,26.54
18.0,Male,97.2,1.9,162.0,130.0,56.0,0.88,687.0,Strength,26.2,2.7,3.0,2.0,26.84
66.0,Male,70.7,1.66,168.0,129.0,82.0,0.71,778.0,Yoga,22.4,2.2,2.0,1.0,25.46
25.0,Male,78.9,1.74,174.0,146.0,68.0,1.42,1041.0,HIIT,21.5,2.4,5.0,3.0,25.74
48.0,Female,78.6,1.66,180.0,146.0,58.0,1.34,733.0,HIIT,33.1,2.9,5.0,2.0,28.19
48.0,Female,74.6,1.69,154.0,118.0,68.0,0.77,496.0,Yoga,25.5,1.8,2.0,1.0,26.48
24.0,Male,47.2,1.67,172.0,136.0,56.0,0.66,325.0,Strength,22.4,2.9,3.0,2.0,16.84
42.0,Male,71.7,1.81,163.0,128.0,66.0,0.9,744.0,Cardio,19.0,2.5,4.0,3.0,22.11
35.0,Female,68.8,1.61,189.0,156.0,65.0,1.14,617.0,Yoga,28.7,2.1,4.0,2.0,26.81
43.0,Female,66.2,1.73,159.0,115.0,63.0,0.73,620.0,Yoga,29.3,2.4,1.0,1.0,22.23
39.0,Male,95.0,1.76,143.0,119.0,77.0,0.93,733.0,Strength,27.1,2.3,1.0,1.0,30.95
50.0,Female,63.5,1.66,177.0,150.0,73.0,1.55,824.0,HIIT,29.0,2.6,5.0,3.0,23.05
37.0,Male,66.7,1.68,184.0,158.0,64.0,1.33,743.0,Cardio,15.0,3.1,6.0,3.0,24.11
34.0,Female,70.3,1.58,173.0,148.0,66.0,0.93,598.0,Strength,28.2,2.7,2.0,2.0,28.45
49.0,Female,61.5,1.65,183.0,171.0,67.0,1.15,400.0,HIIT,26.3,3.3,5.0,2.0,22.92
43.0,Male,85.9,1.87,167.0,128.0,68.0,0.9,454.0,Yoga,24.9,2.8,5.0,2.0,24.24
45.0,Female,63.9,1.53,167.0,147.0,60.0,0.91,924.0,Cardio,31.2,2.4,3.0,2.0,27.39
28.0,Male,58.0,1.78,170.0,141.0,63.0,0.88,516.0,Yoga,18.7,1.7,5.0,2.0,17.66
23.0,Female,57.7,1.59,163.0,146.0,66.0,0.83,221.0,Cardio,28.4,2.5,3.0,3.0,23.31
29.0,Female,81.9,1.74,168.0,135.0,70.0,1.03,1023.0,Strength,30.1,2.6,4.0,2.0,26.83
29.0,Male,84.7,1.85,138.0,116.0,72.0,0.9,347.0,Yoga,15.4,2.1,2.0,1.0,24.58
45.0,Female,72.7,1.57,164.0,145.0,69.0,1.11,665.0,Strength,34.9,1.1,4.0,2.0,29.02
48.0,Female,51.0,1.66,158.0,128.0,61.0,0.6,805.0,Cardio,19.3,2.4,3.0,1.0,18.5
34.0,Male,51.6,1.69,156.0,134.0,77.0,0.8,651.0,Strength,17.4,1.7,3.0,2.0,17.97
53.0,Male,80.3,1.73,161.0,138.0,68.0,1.02,80.0,Yoga,24.0,2.8,4.0,2.0,27.47
52.0,Male,102.4,1.92,146.0,117.0,90.0,0.64,771.0,Yoga,24.4,2.9,2.0,1.0,28.08
39.0,Female,63.9,1.64,130.0,93.0,69.0,0.63,1068.0,Strength,22.7,2.0,4.0,1.0,23.58
26.0,Female,72.6,1.69,141.0,120.0,70.0,0.94,901.0,Cardio,21.5,2.6,4.0,3.0,24.84
55.0,Male,80.0,1.75,170.0,150.0,84.0,1.39,80.0,Cardio,19.9,2.8,5.0,3.0,25.32
35.0,Female,52.1,1.56,135.0,107.0,73.0,0.67,1326.0,Yoga,26.6,2.3,2.0,1.0,21.05
38.0,Female,61.6,1.68,158.0,126.0,72.0,0.54,222.0,Strength,20.1,2.1,1.0,1.0,21.36
32.0,Male,90.1,1.89,145.0,105.0,65.0,0.53,299.0,Yoga,19.5,1.9,1.0,1.0,25.35
25.0,Female,67.4,1.57,150.0,131.0,79.0,1.02,901.0,Yoga,30.1,2.0,3.0,2.0,27.29
18.0,Female,56.9,1.71,156.0,131.0,60.0,1.03,796.0,Strength,19.5,3.2,4.0,1.0,19.47
44.0,Female,67.8,1.69,167.0,130.0,75.0,0.6,673.0,Strength,24.4,2.3,3.0,1.0,23.41
27.0,Female,55.9,1.56,174.0,130.0,65.0,0.8,467.0,HIIT,25.6,2.8,3.0,2.0,23.02
70.0,Male,87.4,1.83,143.0,123.0,71.0,0.84,1075.0,Strength,23.7,2.3,2.0,2.0,25.6
23.0,Male,60.3,1.57,142.0,120.0,62.0,0.81,635.0,Yoga,18.4,2.5,2.0,2.0,24.43
21.0,Female,66.5,1.77,194.0,163.0,73.0,0.99,154.0,HIIT,24.4,2.4,5.0,3.0,21.52
42.0,Female,85.5,1.71,150.0,127.0,70.0,0.85,1044.0,Yoga,31.6,2.1,2.0,2.0,29.11
54.0,Male,81.0,1.9,140.0,118.0,63.0,0.62,716.0,HIIT,16.1,2.3,2.0,2.0,22.59
37.0,Female,66.8,1.69,131.0,101.0,81.0,0.68,1002.0,Yoga,26.4,2.7,2.0,1.0,22.7
43.0,Female,43.4,1.56,174.0,134.0,64.0,1.14,836.0,HIIT,19.1,3.7,3.0,2.0,17.11
18.0,Male,72.8,1.88,172.0,154.0,66.0,1.54,1423.0,HIIT,18.8,3.0,6.0,2.0,20.71
28.0,Male,78.2,1.76,197.0,157.0,70.0,1.44,558.0,HIIT,24.4,2.5,5.0,3.0,25.61
23.0,Female,72.6,1.68,134.0,111.0,75.0,0.69,651.0,Yoga,27.0,1.6,2.0,1.0,25.64
18.0,Male,86.8,1.8,160.0,129.0,57.0,0.44,877.0,Cardio,26.2,1.7,3.0,1.0,27.54
37.0,Female,72.5,1.67,177.0,136.0,73.0,0.67,552.0,Cardio,30.2,2.1,4.0,2.0,25.49
18.0,Male,117.1,1.9,140.0,109.0,71.0,0.78,903.0,Yoga,30.7,1.0,2.0,1.0,32.2
20.0,Male,67.0,1.81,175.0,149.0,62.0,1.49,80.0,Cardio,19.6,2.5,4.0,3.0,20.5
30.0,Male,57.5,1.8,189.0,155.0,67.0,0.85,629.0,Cardio,19.5,2.8,4.0,1.0,17.91
26.0,Male,70.2,1.85,152.0,125.0,61.0,0.61,614.0,Cardio,19.6,2.1,4.0,1.0,20.31
41.0,Male,74.2,1.87,178.0,146.0,69.0,0.89,607.0,Cardio,14.0,2.3,3.0,2.0,20.85
40.0,Female,58.7,1.68,134.0,108.0,62.0,0.56,364.0,Yoga,21.3,1.4,2.0,1.0,21.01
47.0,Female,68.5,1.66,146.0,111.0,70.0,0.81,937.0,Strength,26.3,2.6,2.0,1.0,24.91
45.0,Male,96.0,1.83,146.0,129.0,69.0,1.0,489.0,Yoga,24.7,2.7,5.0,2.0,28.55
50.0,Male,95.3,1.79,158.0,138.0,76.0,0.94,715.0,Strength,26.9,2.4,4.0,2.0,29.92
36.0,Female,72.9,1.68,151.0,134.0,62.0,1.37,642.0,Cardio,25.2,1.5,4.0,2.0,25.78
40.0,Male,100.4,1.77,159.0,131.0,78.0,0.75,809.0,Cardio,33.7,2.2,3.0,3.0,32.0
42.0,Male,69.5,1.78,166.0,150.0,71.0,1.37,1114.0,HIIT,19.2,3.0,4.0,3.0,21.87
38.0,Female,44.9,1.62,168.0,146.0,61.0,1.13,716.0,Cardio,20.7,2.8,5.0,3.0,16.82
31.0,Female,77.8,1.67,153.0,134.0,60.0,0.95,920.0,Strength,27.3,2.5,3.0,2.0,27.57
32.0,Female,43.2,1.57,169.0,129.0,62.0,0.67,694.0,Strength,18.0,2.4,1.0,1.0,17.34
26.0,Female,63.7,1.74,141.0,121.0,70.0,1.1,489.0,Yoga,23.4,2.5,4.0,2.0,21.05
41.0,Female,69.7,1.66,175.0,157.0,59.0,1.25,611.0,HIIT,27.3,3.1,5.0,3.0,24.64
35.0,Female,61.7,1.6,162.0,132.0,80.0,0.59,557.0,Cardio,26.0,1.7,2.0,2.0,24.43
28.0,Female,62.3,1.64,175.0,134.0,63.0,0.93,833.0,Cardio,30.5,1.9,3.0,2.0,23.17
28.0,Female,51.9,1.61,140.0,113.0,66.0,0.49,679.0,Cardio,22.6,2.3,3.0,1.0,19.65
21.0,Male,80.1,1.81,155.0,127.0,74.0,0.74,394.0,Strength,21.3,2.4,2.0,1.0,25.02
48.0,Female,74.5,1.64,164.0,126.0,63.0,1.01,579.0,Strength,31.6,2.7,4.0,2.0,27.71
37.0,Male,73.6,1.73,153.0,118.0,72.0,0.72,159.0,Cardio,21.1,2.2,2.0,1.0,24.12
26.0,Male,66.5,1.79,157.0,126.0,75.0,0.96,591.0,Strength,20.2,2.3,4.0,2.0,21.3
46.0,Male,62.1,1.8,140.0,117.0,69.0,0.94,649.0,Cardio,13.5,2.5,4.0,2.0,19.64
29.0,Male,63.8,1.75,166.0,134.0,69.0,1.15,1231.0,Strength,14.8,2.6,3.0,2.0,20.51
19.0,Male,89.0,1.85,130.0,105.0,73.0,0.8,1078.0,Cardio,23.2,2.3,2.0,1.0,25.89
48.0,Female,61.2,1.54,141.0,118.0,60.0,0.86,317.0,Strength,26.9,3.3,1.0,1.0,25.65
30.0,Male,72.2,1.86,186.0,147.0,71.0,1.03,718.0,Cardio,16.3,2.0,2.0,2.0,20.21
31.0,Female,44.9,1.65,193.0,155.0,69.0,1.17,725.0,Strength,20.6,3.9,3.0,2.0,16.61
36.0,Male,86.3,1.84,168.0,137.0,74.0,0.91,577.0,Cardio,23.0,1.9,3.0,2.0,25.79
50.0,Male,63.7,1.79,177.0,164.0,68.0,1.26,604.0,HIIT,15.8,3.0,4.0,3.0,20.11
36.0,Female,75.6,1.67,140.0,122.0,71.0,0.83,535.0,Yoga,27.1,1.6,2.0,1.0,27.12
22.0,Female,61.8,1.74,173.0,150.0,71.0,1.42,1256.0,Strength,24.0,2.9,6.0,3.0,20.74
43.0,Male,66.5,1.79,130.0,99.0,70.0,0.61,511.0,Yoga,15.5,2.5,3.0,1.0,20.36
30.0,Female,66.6,1.63,152.0,134.0,74.0,0.49,756.0,Strength,25.3,2.1,1.0,1.0,25.7
59.0,Female,95.0,1.7,152.0,126.0,66.0,0.94,80.0,Cardio,34.9,2.9,3.0,2.0,32.6
36.0,Female,77.2,1.68,174.0,132.0,75.0,0.55,911.0,Strength,28.8,1.9,2.0,1.0,27.12
18.0,Female,70.6,1.68,154.0,123.0,69.0,0.91,1028.0,Yoga,25.6,1.2,2.0,1.0,24.81
40.0,Male,82.9,1.79,138.0,108.0,84.0,0.76,310.0,Yoga,20.0,2.4,2.0,1.0,25.65
